Province,City,Monitoring_Station,Latitude,Longitude,Date,Water_Temperature_C,pH,Dissolved_Oxygen_mg_L,Conductivity_uS_cm,Turbidity_NTU,Nitrate_mg_L,Nitrite_mg_L,Ammonia_N_mg_L,Total_Phosphorus_mg_L,Total_Nitrogen_mg_L,COD_mg_L,BOD_mg_L,Heavy_Metals_Pb_ug_L,Heavy_Metals_Cd_ug_L,Heavy_Metals_Hg_ug_L,Coliform_Count_CFU_100mL,Water_Quality_Index,Pollution_Level,Remarks
Hubei,Wuhan,Wuhan_Station_3,27.799767,111.624598,2023-12-11,14.21,7.44,5.15,362.99,0.65,1.88,0.012,0.5,0.108,2.73,31.45,4.33,5.24,0.36,0.11,97,10.66,Very Poor,Monitoring recommended
Zhejiang,Hangzhou,Hangzhou_Station_5,41.927833,119.93794,2023-11-07,14.67,6.45,8.79,490.48,0.44,1.74,0.03,0.33,0.082,3.21,17.1,3.56,3.7,0.39,0.04,82,86.01,Very Poor,
Shandong,Qingdao,Qingdao_Station_8,32.097439,107.561711,2023-10-22,28.86,6.31,10.59,573.78,3.68,3.15,0.022,0.3,0.166,2.4,15.57,1.92,6.45,0.04,0.15,111,57.22,Very Poor,Requires attention
Hubei,Wuhan,Wuhan_Station_5,26.644215,116.9071,2023-07-27,10.51,7.62,10.67,464.85,1.65,2.6,0.027,0.61,0.218,2.76,16.11,2.81,5.87,0.46,0.14,112,31.32,Moderate,Requires attention
Sichuan,Chengdu,Chengdu_Station_6,34.266844,105.106816,2023-07-15,23.37,6.99,11.18,373.69,2.79,2.0,0.014,0.37,0.169,2.59,21.49,4.88,6.11,0.39,0.14,93,96.78,Good,High pollution spike detected
Yunnan,Dali,Dali_Station_7,20.777487,105.994604,2023-11-06,18.9,7.33,9.46,447.04,1.56,1.45,0.014,0.75,0.101,2.47,20.39,4.4,1.83,0.83,0.19,82,90.94,Moderate,Requires attention
Shanghai,Shanghai,Shanghai_Station_4,41.649102,122.561557,2023-05-01,29.07,7.04,8.47,568.87,5.61,1.52,0.029,0.73,0.114,3.3,18.46,2.8,8.77,0.23,0.18,111,90.12,Very Poor,Requires attention
Beijing,Beijing,Beijing_Station_5,23.446507,124.621054,2023-10-23,30.64,7.07,6.72,541.99,9.13,2.32,0.021,0.56,0.049,2.36,20.35,4.18,2.9,0.61,0.13,95,13.43,Very Poor,Monitoring recommended
Henan,Zhengzhou,Zhengzhou_Station_1,22.534306,101.112053,2023-03-16,25.71,7.68,7.85,405.84,5.5,3.03,0.019,0.61,0.148,3.52,21.7,3.77,6.66,0.58,0.08,103,39.85,Good,High pollution spike detected
Henan,Luoyang,Luoyang_Station_4,37.7907,112.777107,2023-06-23,19.65,7.35,10.39,611.51,10.38,2.36,0.039,0.7,0.142,2.9,16.68,6.42,4.92,0.48,0.11,108,22.01,Excellent,Monitoring recommended
Shandong,Jinan,Jinan_Station_8,34.333767,118.679816,2023-10-17,21.9,7.05,8.04,393.13,0.26,2.51,0.005,0.6,0.137,3.44,19.6,5.05,3.37,0.69,0.1,91,73.85,Good,
Yunnan,Kunming,Kunming_Station_8,21.247745,111.406395,2023-10-06,20.14,7.85,9.75,456.18,9.19,1.83,0.008,0.59,0.082,2.63,26.38,3.02,6.12,0.2,0.03,92,67.88,Moderate,High pollution spike detected
Shanghai,Shanghai,Shanghai_Station_2,28.905337,108.023213,2023-12-18,15.26,6.6,4.44,521.44,6.03,1.15,0.012,0.49,0.104,2.18,12.93,3.24,3.61,0.65,0.08,108,45.71,Poor,
Shanghai,Shanghai,Shanghai_Station_2,33.90174,118.005237,2023-06-12,11.27,7.03,7.56,444.93,3.42,1.62,0.006,0.31,0.087,2.63,15.73,3.8,4.02,0.54,0.08,97,12.65,Good,Requires attention
Henan,Luoyang,Luoyang_Station_5,35.908932,114.781945,2023-08-29,16.38,6.63,8.05,489.78,1.48,2.16,0.014,0.47,0.046,3.43,30.34,3.36,7.45,0.33,0.07,99,34.07,Very Poor,Requires attention
Shanghai,Shanghai,Shanghai_Station_2,44.902523,119.945792,2023-02-24,20.49,7.45,10.94,482.3,0.53,1.63,0.028,0.64,0.022,3.09,24.39,5.2,6.29,0.65,0.07,98,35.01,Good,
Henan,Luoyang,Luoyang_Station_9,34.368422,103.566449,2023-10-25,16.02,6.63,6.32,442.74,5.51,2.92,0.03,0.74,0.066,3.1,14.79,4.22,1.46,0.71,0.07,114,17.56,Poor,Monitoring recommended
Zhejiang,Ningbo,Ningbo_Station_4,28.698557,116.807343,2023-11-30,21.96,6.9,9.34,490.44,2.49,2.4,0.018,0.48,0.107,3.57,18.28,5.14,5.51,0.35,0.1,95,80.96,Good,Requires attention
Jiangsu,Suzhou,Suzhou_Station_7,20.34128,103.904616,2023-01-09,24.45,7.55,9.13,375.08,0.32,2.99,0.03,0.48,0.092,2.81,12.94,3.52,6.35,0.31,0.09,105,62.89,Poor,High pollution spike detected
Yunnan,Dali,Dali_Station_5,43.033324,121.029325,2023-05-14,17.31,6.33,8.87,564.88,0.84,2.8,0.033,0.49,0.056,2.88,11.55,3.44,5.9,0.43,0.07,92,45.93,Moderate,
Sichuan,Mianyang,Mianyang_Station_4,20.474946,116.914694,2023-01-27,28.33,7.37,7.31,620.06,5.81,1.71,0.002,0.34,0.172,3.15,16.37,4.13,4.88,0.12,0.01,105,47.56,Moderate,Requires attention
Beijing,Beijing,Beijing_Station_7,24.176709,114.529046,2023-02-27,23.34,6.65,6.09,447.19,4.99,2.06,0.02,0.49,0.074,3.01,15.75,2.81,2.51,0.29,0.12,108,91.49,Very Poor,High pollution spike detected
Shanghai,Shanghai,Shanghai_Station_2,21.043326,107.796267,2023-01-13,22.02,7.03,10.66,534.74,4.12,2.09,0.016,0.66,0.031,2.82,15.1,3.88,7.49,0.63,0.01,93,33.26,Moderate,
Zhejiang,Ningbo,Ningbo_Station_1,33.777817,105.772371,2023-05-04,18.19,7.77,5.85,501.24,6.87,2.42,0.022,0.63,0.064,2.44,24.45,4.56,5.44,0.54,0.12,105,18.73,Poor,Requires attention
Henan,Zhengzhou,Zhengzhou_Station_4,31.783989,120.889542,2023-10-03,15.98,7.39,7.86,467.92,3.29,2.29,0.01,0.52,0.059,2.83,18.0,3.16,4.55,0.4,0.05,95,7.48,Good,Monitoring recommended
Shandong,Qingdao,Qingdao_Station_10,20.708302,102.788263,2023-08-31,21.35,7.15,6.48,605.84,8.65,1.9,0.018,0.61,0.088,3.23,18.72,5.12,4.98,0.47,0.12,98,30.04,Poor,High pollution spike detected
Zhejiang,Hangzhou,Hangzhou_Station_6,37.509034,110.573691,2023-06-09,19.23,7.05,5.89,506.56,1.74,2.35,0.015,0.61,0.074,3.0,27.29,3.25,3.55,0.45,0.1,101,15.47,Moderate,Monitoring recommended
Shandong,Jinan,Jinan_Station_10,32.927183,101.966115,2023-08-07,22.56,7.04,6.9,592.58,11.06,2.0,0.027,0.29,0.01,2.45,16.8,5.07,9.06,0.32,0.1,109,11.46,Moderate,Monitoring recommended
Beijing,Beijing,Beijing_Station_7,32.620745,109.361897,2023-06-13,13.2,7.83,7.66,447.52,7.39,1.22,0.033,0.6,0.042,3.15,24.06,4.09,7.73,0.61,0.12,98,62.16,Moderate,High pollution spike detected
Jiangsu,Suzhou,Suzhou_Station_8,22.081544,110.694511,2023-03-24,24.72,7.21,9.0,398.97,8.71,1.64,0.004,0.65,0.234,2.86,17.68,4.82,3.28,0.8,0.12,81,32.38,Good,High pollution spike detected
Jiangsu,Suzhou,Suzhou_Station_6,41.448197,118.65542,2023-03-10,22.32,7.39,8.64,676.14,8.71,3.56,0.026,0.53,0.081,3.44,18.17,3.23,4.06,0.46,0.21,85,56.29,Good,High pollution spike detected
Sichuan,Mianyang,Mianyang_Station_10,39.802196,118.594249,2023-06-22,21.51,7.5,4.77,701.3,3.11,3.0,0.013,0.16,0.074,2.52,16.14,4.86,4.28,0.18,0.1,97,90.4,Excellent,High pollution spike detected
Sichuan,Mianyang,Mianyang_Station_5,39.137288,117.320417,2023-03-25,21.46,6.97,10.01,454.55,1.48,1.2,0.029,0.76,0.088,2.59,14.61,3.97,7.43,0.41,0.16,97,91.63,Moderate,Requires attention
Zhejiang,Ningbo,Ningbo_Station_9,38.713263,113.818256,2023-05-24,26.09,6.81,5.57,274.07,8.86,1.74,0.014,0.71,0.067,2.27,13.44,4.67,2.27,0.42,0.11,101,30.66,Excellent,Monitoring recommended
Jiangsu,Nanjing,Nanjing_Station_4,22.33741,110.77817,2023-04-24,23.92,6.97,8.63,515.17,5.39,2.13,0.027,0.31,0.03,2.42,15.94,6.02,3.39,0.4,0.09,106,55.65,Very Poor,
Hubei,Wuhan,Wuhan_Station_3,32.290857,121.61965,2023-12-13,24.88,6.94,9.57,510.9,3.57,1.53,0.006,1.02,0.196,2.47,23.58,5.16,6.32,0.46,0.2,85,21.22,Moderate,
Beijing,Beijing,Beijing_Station_3,42.988492,107.000002,2023-02-21,15.75,7.28,6.32,473.76,1.1,2.38,0.027,0.58,0.118,3.52,18.87,1.61,9.22,0.32,0.13,109,12.73,Excellent,
Zhejiang,Ningbo,Ningbo_Station_8,20.881794,110.644596,2023-02-02,13.19,6.53,9.18,448.64,1.17,2.11,0.026,0.53,0.147,3.47,27.57,4.34,5.68,0.85,0.16,117,66.42,Poor,High pollution spike detected
Beijing,Beijing,Beijing_Station_9,33.366509,118.863671,2023-11-19,16.64,6.64,10.85,686.44,1.71,2.33,0.013,0.57,0.054,3.29,22.99,4.59,5.67,0.44,0.09,103,58.2,Good,Monitoring recommended
Yunnan,Kunming,Kunming_Station_6,26.750481,116.760755,2023-11-16,18.33,7.08,8.41,471.53,1.1,1.89,0.023,0.67,0.027,2.46,16.7,3.27,4.68,0.84,0.16,110,98.14,Very Poor,Monitoring recommended
Henan,Luoyang,Luoyang_Station_9,23.200482,104.027298,2023-01-04,11.14,6.74,8.56,284.04,13.8,2.26,0.036,0.45,0.089,3.88,20.08,3.2,6.47,0.45,0.06,117,32.01,Moderate,High pollution spike detected
Yunnan,Dali,Dali_Station_9,44.792248,118.515684,2023-08-09,15.93,6.81,10.92,486.6,17.3,1.36,0.02,0.72,0.139,2.95,26.41,5.73,5.98,0.43,0.18,101,34.1,Excellent,Requires attention
Yunnan,Dali,Dali_Station_2,24.879742,112.127631,2023-11-11,18.15,7.8,4.98,388.79,16.75,2.48,0.005,0.21,0.138,2.28,18.65,4.02,3.7,0.62,-0.0,122,0.2,Good,Monitoring recommended
Beijing,Beijing,Beijing_Station_10,29.023787,101.045482,2023-06-17,19.65,6.6,9.31,667.82,3.41,1.32,0.01,0.78,0.022,3.25,16.97,2.38,6.05,0.61,0.1,98,21.22,Moderate,
Jiangsu,Suzhou,Suzhou_Station_5,30.246765,104.603398,2023-09-15,20.97,7.29,7.29,579.05,8.83,1.31,0.013,0.49,0.134,3.01,21.08,5.73,4.95,0.39,0.12,98,10.36,Moderate,High pollution spike detected
Yunnan,Kunming,Kunming_Station_6,31.93636,116.289902,2023-12-19,26.74,6.87,6.81,323.93,16.22,2.04,0.016,0.67,0.14,3.5,24.72,4.05,3.6,0.47,0.11,106,94.04,Moderate,High pollution spike detected
Henan,Luoyang,Luoyang_Station_3,35.237631,101.83906,2023-08-15,19.83,7.39,9.55,616.82,8.34,1.75,0.024,0.35,0.056,3.24,22.44,6.69,4.69,0.39,0.15,78,91.37,Poor,Requires attention
Shanghai,Shanghai,Shanghai_Station_1,20.743304,108.613577,2023-11-26,17.21,7.61,8.36,442.27,8.99,1.58,0.038,0.32,0.063,3.58,27.49,4.35,2.42,0.52,0.03,100,32.74,Good,High pollution spike detected
Hubei,Yichang,Yichang_Station_4,20.187913,107.702463,2023-07-13,19.22,7.52,9.91,640.97,0.62,2.44,0.041,0.82,0.16,2.66,16.47,3.12,4.7,0.12,0.17,94,20.73,Moderate,Monitoring recommended
Beijing,Beijing,Beijing_Station_5,22.55749,111.012309,2023-01-02,13.37,6.8,6.57,537.56,14.81,2.25,0.029,0.39,0.064,2.6,14.59,3.58,5.13,0.22,0.07,100,36.82,Poor,
Shanghai,Shanghai,Shanghai_Station_6,31.401806,110.382988,2023-10-29,19.54,7.26,8.36,556.05,0.09,1.6,0.032,0.28,0.082,3.84,20.8,4.2,4.8,0.7,0.12,123,19.97,Very Poor,Requires attention
Beijing,Beijing,Beijing_Station_8,36.587061,112.834513,2023-03-28,21.06,6.39,4.1,688.18,20.76,2.08,0.014,0.53,0.028,2.64,23.93,4.54,4.75,0.58,0.18,91,77.41,Moderate,
Sichuan,Chengdu,Chengdu_Station_5,21.780722,123.834399,2023-09-09,17.22,7.35,6.63,527.45,0.12,1.25,0.023,0.54,0.082,3.72,19.95,5.23,6.76,0.28,0.06,103,81.54,Good,Requires attention
Yunnan,Dali,Dali_Station_1,34.889256,105.652773,2023-11-19,12.27,7.06,9.08,515.16,0.43,1.77,-0.001,0.56,0.24,3.07,21.01,3.98,5.71,0.47,0.13,92,49.17,Moderate,Requires attention
Guangdong,Guangzhou,Guangzhou_Station_4,38.77343,102.484707,2023-10-14,22.53,6.52,5.1,391.96,3.09,1.43,0.021,0.63,0.118,2.59,17.14,3.31,6.13,0.52,0.08,92,98.16,Very Poor,Monitoring recommended
Yunnan,Dali,Dali_Station_7,29.053183,118.969374,2023-12-13,22.76,6.86,8.88,455.42,3.49,2.09,0.017,0.42,0.185,3.41,24.89,4.75,4.9,0.74,0.03,103,90.47,Moderate,High pollution spike detected
Beijing,Beijing,Beijing_Station_5,32.884443,114.694952,2023-04-16,17.77,6.67,9.94,595.11,5.74,1.65,0.013,0.29,0.127,2.95,30.61,2.47,3.26,0.5,0.13,102,65.39,Poor,Requires attention
Hubei,Wuhan,Wuhan_Station_9,36.926488,120.999382,2023-09-04,17.79,7.46,8.72,531.52,1.58,2.79,0.014,0.55,0.081,3.28,11.79,3.65,3.85,0.43,-0.03,99,20.83,Excellent,
Beijing,Beijing,Beijing_Station_1,27.467115,102.78096,2023-06-29,23.99,8.15,7.01,436.8,0.35,2.35,0.009,0.28,0.035,3.11,14.76,5.29,2.69,0.61,0.18,93,25.19,Poor,
Beijing,Beijing,Beijing_Station_5,31.13564,113.157405,2023-01-13,21.03,7.16,9.07,499.2,3.96,1.67,0.017,0.72,0.107,3.14,25.01,5.63,2.69,0.4,0.17,99,87.67,Moderate,Monitoring recommended
Yunnan,Kunming,Kunming_Station_10,35.285042,102.082207,2023-02-23,18.13,7.56,9.7,517.61,12.13,1.67,0.026,0.4,0.114,3.54,28.0,4.28,7.98,0.53,0.08,97,99.17,Good,
Hubei,Yichang,Yichang_Station_10,35.888474,114.159439,2023-04-14,28.11,7.35,11.11,515.18,6.97,2.91,0.016,0.4,0.161,3.24,19.78,3.94,4.66,0.48,0.1,115,25.77,Excellent,High pollution spike detected
Hubei,Wuhan,Wuhan_Station_3,22.034897,124.141889,2023-06-23,17.16,7.41,10.08,550.87,7.86,1.96,0.021,0.45,0.075,3.0,17.27,5.14,0.79,0.47,0.0,95,64.94,Very Poor,Requires attention
Guangdong,Shenzhen,Shenzhen_Station_8,37.737652,109.678162,2023-06-21,24.81,7.25,8.76,569.8,5.82,1.71,0.027,0.31,0.081,3.3,16.71,3.65,1.68,0.59,0.06,107,78.47,Very Poor,Monitoring recommended
Yunnan,Kunming,Kunming_Station_9,38.262414,119.9443,2023-07-05,23.92,6.47,7.45,481.82,1.53,1.54,0.002,0.65,0.134,3.24,5.81,3.82,6.26,0.76,0.11,82,24.77,Excellent,High pollution spike detected
Sichuan,Mianyang,Mianyang_Station_6,30.776472,101.691431,2023-01-10,25.63,6.26,7.64,393.55,1.14,2.65,0.006,0.59,0.127,2.85,23.11,3.81,6.59,0.29,0.19,98,35.59,Good,High pollution spike detected
Guangdong,Shenzhen,Shenzhen_Station_3,40.658836,109.656535,2023-01-06,22.76,7.6,5.89,574.55,17.46,1.46,0.026,0.36,0.127,3.02,16.35,2.66,5.46,0.59,0.09,93,99.26,Poor,Monitoring recommended
Yunnan,Kunming,Kunming_Station_8,27.717249,111.2547,2023-10-11,25.33,6.42,8.57,347.1,2.44,1.96,0.025,0.62,0.106,2.8,25.53,2.28,7.6,0.28,0.08,102,18.94,Good,
Henan,Luoyang,Luoyang_Station_8,41.754365,106.594935,2023-10-10,22.26,7.02,7.68,682.89,12.39,1.47,0.022,0.24,0.11,2.54,10.16,2.34,3.78,0.6,0.16,96,7.78,Very Poor,High pollution spike detected
Shandong,Jinan,Jinan_Station_6,32.340892,119.401113,2023-05-02,25.53,6.72,9.83,494.84,4.28,3.11,0.004,0.41,0.129,3.13,25.24,3.62,5.41,0.35,0.15,110,27.46,Very Poor,Requires attention
Jiangsu,Nanjing,Nanjing_Station_5,34.232616,111.658747,2023-03-17,25.95,7.8,7.79,504.36,1.72,1.92,0.028,0.4,0.168,3.05,24.44,3.37,5.56,0.68,0.12,89,2.54,Moderate,Monitoring recommended
Sichuan,Chengdu,Chengdu_Station_6,26.223129,117.837127,2023-10-03,16.06,6.85,7.67,505.59,3.29,1.9,0.002,0.51,0.095,2.24,21.71,4.83,5.63,0.66,0.07,105,37.51,Very Poor,Requires attention
Jiangsu,Suzhou,Suzhou_Station_1,35.63259,112.180509,2023-06-08,28.76,7.03,5.97,647.51,0.51,1.97,0.007,0.82,0.098,2.57,23.24,3.7,5.12,0.78,0.07,97,97.62,Excellent,High pollution spike detected
Beijing,Beijing,Beijing_Station_8,22.413395,104.240576,2023-07-07,14.77,7.16,10.39,538.14,4.97,2.31,0.026,0.41,0.134,3.18,24.31,4.1,6.19,0.4,0.13,97,52.01,Very Poor,Monitoring recommended
Beijing,Beijing,Beijing_Station_2,37.314564,124.994265,2023-12-02,12.56,6.99,6.47,534.53,0.32,1.32,0.003,0.27,0.058,2.51,17.66,4.83,4.6,0.64,0.05,88,32.12,Moderate,
Shanghai,Shanghai,Shanghai_Station_1,34.657706,113.541978,2023-06-12,19.43,7.34,9.73,661.24,0.76,1.91,0.025,0.49,0.093,2.67,18.65,2.47,7.4,0.75,0.15,89,15.26,Very Poor,Requires attention
Shanghai,Shanghai,Shanghai_Station_10,21.153634,106.923188,2023-09-26,16.62,6.74,6.38,678.5,3.86,1.77,0.009,0.75,0.154,3.28,29.58,4.01,6.26,0.18,0.08,85,31.49,Poor,Requires attention
Shanghai,Shanghai,Shanghai_Station_2,29.765534,120.643092,2023-03-07,12.76,7.06,9.81,453.07,10.32,1.61,0.027,0.79,0.145,2.59,23.34,3.74,7.26,0.54,0.03,108,13.47,Poor,High pollution spike detected
Beijing,Beijing,Beijing_Station_9,30.635415,120.95378,2023-05-25,12.23,6.44,10.51,548.79,2.32,1.15,0.012,0.91,0.043,3.63,19.87,3.93,6.87,0.66,0.17,108,6.76,Moderate,Requires attention
Guangdong,Shenzhen,Shenzhen_Station_4,20.375115,104.323357,2023-11-14,19.26,6.93,5.69,473.23,9.64,1.06,0.031,0.53,0.065,3.17,17.38,4.2,7.77,0.58,0.08,94,47.06,Very Poor,Monitoring recommended
Beijing,Beijing,Beijing_Station_2,35.201695,104.783841,2023-07-13,18.9,7.23,8.49,448.82,1.06,1.6,0.016,0.26,0.053,3.45,25.24,5.09,7.19,0.43,0.13,94,22.87,Excellent,
Jiangsu,Nanjing,Nanjing_Station_10,31.692432,111.1266,2023-05-26,20.37,7.43,10.01,427.4,1.87,1.62,0.023,0.52,0.014,2.84,21.79,5.02,5.04,0.68,0.13,110,12.98,Poor,
Jiangsu,Suzhou,Suzhou_Station_8,25.907424,100.331749,2023-02-12,20.93,6.98,8.03,506.18,6.18,1.97,0.026,0.58,0.057,2.83,26.63,3.99,5.75,0.75,0.1,101,61.56,Moderate,Monitoring recommended
Sichuan,Chengdu,Chengdu_Station_1,35.364932,109.39764,2023-02-21,17.66,7.3,4.77,365.41,11.45,0.51,0.023,0.55,0.198,3.0,25.34,4.65,3.82,0.57,0.09,92,49.33,Very Poor,Monitoring recommended
Sichuan,Chengdu,Chengdu_Station_10,30.355499,119.315115,2023-01-07,12.5,6.99,3.16,448.18,0.73,2.84,0.026,0.3,0.181,3.0,14.33,3.92,6.97,0.27,0.05,115,53.5,Excellent,Requires attention
Zhejiang,Ningbo,Ningbo_Station_6,40.59062,112.805004,2023-08-27,16.23,7.78,8.11,593.01,8.45,2.33,0.021,0.49,0.145,3.46,11.83,3.98,9.1,0.41,0.12,95,24.67,Excellent,High pollution spike detected
Shandong,Qingdao,Qingdao_Station_10,44.363556,101.808588,2023-06-21,22.57,6.97,9.02,514.25,6.41,2.32,0.036,0.51,0.042,2.56,16.19,4.21,9.7,0.49,0.17,88,25.31,Moderate,High pollution spike detected
Hubei,Yichang,Yichang_Station_4,37.671806,120.57629,2023-11-01,17.79,6.93,6.88,349.23,9.91,2.46,0.001,0.03,0.142,2.79,31.02,3.91,3.0,0.84,0.13,97,13.14,Excellent,High pollution spike detected
Zhejiang,Ningbo,Ningbo_Station_10,42.981685,119.558464,2023-11-11,25.17,7.24,8.38,593.86,1.88,1.77,0.01,0.22,0.109,3.03,17.58,3.33,6.53,0.0,0.13,90,99.37,Excellent,High pollution spike detected
Jiangsu,Suzhou,Suzhou_Station_8,37.825555,117.126976,2023-08-29,24.04,5.96,9.58,464.0,10.0,1.41,0.036,0.92,0.121,2.95,18.9,2.29,4.43,0.41,0.07,104,29.96,Very Poor,High pollution spike detected
Shandong,Qingdao,Qingdao_Station_2,26.070628,104.540047,2023-02-24,20.1,7.58,7.89,542.75,15.28,2.89,-0.004,0.63,0.143,2.37,29.12,4.02,4.75,0.57,0.14,108,96.47,Moderate,Requires attention
Guangdong,Guangzhou,Guangzhou_Station_3,44.101663,122.825579,2023-03-19,21.28,7.15,7.68,474.83,4.07,1.49,0.031,0.44,0.07,3.22,21.58,3.78,6.49,0.25,0.01,96,35.83,Very Poor,Requires attention
Jiangsu,Suzhou,Suzhou_Station_8,35.157574,100.40655,2023-12-14,19.77,6.82,5.11,485.69,3.01,2.36,0.005,0.5,0.112,3.32,21.14,2.91,4.18,0.36,0.02,104,85.34,Excellent,Monitoring recommended
Zhejiang,Hangzhou,Hangzhou_Station_10,28.914731,104.795374,2023-04-26,18.23,7.15,6.13,565.06,11.37,1.43,0.008,0.43,0.034,3.49,26.72,4.78,5.7,0.51,0.05,107,44.83,Good,Monitoring recommended
Zhejiang,Hangzhou,Hangzhou_Station_5,34.037779,122.091636,2023-11-07,18.33,6.59,7.62,401.83,0.98,2.22,0.023,0.55,-0.022,3.02,23.07,3.99,7.27,0.48,0.12,124,68.01,Poor,Monitoring recommended
Guangdong,Shenzhen,Shenzhen_Station_8,24.052476,116.884051,2023-12-17,16.98,6.63,6.87,628.72,0.04,1.29,0.015,0.3,0.13,2.76,23.59,2.44,3.34,0.35,0.11,99,88.41,Moderate,Requires attention
Zhejiang,Hangzhou,Hangzhou_Station_8,24.754275,117.764317,2023-04-15,19.33,6.95,8.61,501.3,0.17,0.87,0.012,0.25,0.04,2.63,24.09,2.73,1.29,0.38,0.09,86,82.18,Good,Monitoring recommended
Hubei,Wuhan,Wuhan_Station_9,41.963327,106.251268,2023-02-25,22.0,6.7,9.28,464.82,2.8,2.13,0.007,0.11,0.153,2.54,19.51,3.4,7.68,0.49,0.03,118,84.87,Moderate,
Jiangsu,Nanjing,Nanjing_Station_1,28.696995,124.121038,2023-07-24,14.7,6.88,5.96,391.37,2.48,2.37,0.01,0.16,0.053,3.11,21.93,4.34,2.84,0.67,0.13,89,17.89,Good,Requires attention
Zhejiang,Hangzhou,Hangzhou_Station_7,26.677867,116.341216,2023-02-27,20.74,7.19,7.41,708.41,6.66,2.46,0.007,0.54,0.035,3.06,22.16,4.49,3.46,0.13,0.11,89,85.84,Excellent,High pollution spike detected
Beijing,Beijing,Beijing_Station_10,26.018802,113.885077,2023-09-28,19.5,7.54,2.36,440.21,2.62,2.21,-0.002,0.35,0.217,2.85,23.35,2.29,6.34,0.42,0.11,90,18.32,Poor,Requires attention
Shandong,Jinan,Jinan_Station_7,42.79421,101.864811,2023-03-09,21.58,7.04,5.27,509.98,1.93,1.76,0.031,0.68,0.137,3.75,20.03,4.18,1.01,0.32,0.13,93,65.54,Poor,High pollution spike detected
Beijing,Beijing,Beijing_Station_2,35.48563,114.087466,2023-04-07,27.25,6.98,10.08,495.12,6.66,1.55,0.004,0.64,0.115,3.03,13.36,3.64,3.77,0.4,0.11,105,96.94,Moderate,High pollution spike detected
Jiangsu,Nanjing,Nanjing_Station_2,42.092043,108.863069,2023-04-29,23.5,6.6,9.54,484.18,1.13,2.02,0.027,0.48,0.054,2.4,15.23,2.86,10.78,0.32,0.1,110,82.09,Good,High pollution spike detected
Shandong,Jinan,Jinan_Station_9,44.053356,107.396079,2023-11-12,17.34,7.47,7.19,526.85,6.05,1.54,0.021,0.39,0.109,2.46,12.63,2.72,4.85,0.18,0.2,102,13.78,Moderate,High pollution spike detected
Zhejiang,Hangzhou,Hangzhou_Station_6,25.794271,105.335204,2023-11-20,21.34,6.91,6.14,559.52,4.22,1.91,0.025,0.03,0.045,3.26,18.44,3.69,7.22,0.49,0.08,89,39.31,Moderate,High pollution spike detected
Shandong,Jinan,Jinan_Station_8,36.226275,102.645335,2023-09-28,19.41,6.73,8.99,411.47,0.41,2.76,0.023,0.52,0.112,2.57,23.51,4.41,4.91,0.57,0.12,112,74.39,Excellent,High pollution spike detected
Shandong,Qingdao,Qingdao_Station_5,27.324911,106.013841,2023-07-25,23.26,6.2,6.81,466.55,4.19,2.51,0.002,0.83,0.213,2.92,14.86,3.42,6.95,0.44,-0.05,113,10.02,Poor,
Beijing,Beijing,Beijing_Station_7,26.924279,103.49816,2023-07-26,20.77,7.08,7.57,662.24,7.08,2.86,0.018,0.73,0.093,4.02,23.24,3.9,2.6,0.54,0.06,112,37.83,Moderate,High pollution spike detected
Yunnan,Kunming,Kunming_Station_1,28.380147,116.978547,2023-05-09,22.74,7.51,3.46,533.09,5.73,2.88,0.032,0.33,0.006,3.6,21.03,3.54,5.63,0.74,-0.0,116,24.82,Moderate,High pollution spike detected
Shandong,Jinan,Jinan_Station_3,44.329649,101.195809,2023-07-19,20.67,6.74,5.98,610.96,9.62,2.33,0.015,0.48,0.129,3.04,21.58,5.31,4.27,0.29,0.05,105,13.59,Poor,High pollution spike detected
Shandong,Qingdao,Qingdao_Station_10,35.460352,105.330748,2023-07-23,15.67,7.86,7.6,588.97,6.19,3.01,0.021,0.86,0.048,2.78,11.99,5.04,5.51,0.9,0.08,89,51.9,Very Poor,Requires attention
Yunnan,Kunming,Kunming_Station_6,32.060877,118.957094,2023-01-09,26.62,6.39,7.28,449.43,3.83,0.74,0.017,0.73,0.111,2.35,11.13,5.15,1.69,0.65,0.13,98,91.62,Poor,Requires attention
Shandong,Qingdao,Qingdao_Station_6,29.699778,115.140667,2023-04-17,21.13,7.23,9.01,719.6,1.01,1.98,0.009,0.55,0.042,3.19,30.87,3.8,4.81,0.78,0.16,110,48.58,Excellent,Requires attention
Shanghai,Shanghai,Shanghai_Station_4,29.315135,109.403213,2023-05-17,9.62,6.71,4.82,313.11,3.16,1.82,0.025,0.55,0.058,2.29,18.13,2.67,3.46,0.53,0.06,95,81.04,Poor,High pollution spike detected
Henan,Luoyang,Luoyang_Station_1,30.670354,103.030035,2023-08-11,24.77,6.58,6.98,565.36,24.46,1.68,0.026,0.66,0.122,2.98,22.89,3.92,5.81,0.51,0.02,104,56.7,Poor,Monitoring recommended
Shanghai,Shanghai,Shanghai_Station_4,21.965199,108.878018,2023-06-15,23.75,5.73,8.0,563.12,1.46,1.63,0.032,0.37,0.086,3.12,16.78,4.96,4.41,0.12,0.11,107,79.96,Excellent,Monitoring recommended
